iter	Logloss
201	0.003999378179
202	0.003972668404
203	0.003951887692
204	0.003921160084
205	0.003905689407
206	0.003873175078
207	0.003862659389
208	0.003849479997
209	0.003816083155
210	0.003807234559
211	0.003797396422
212	0.003783612044
213	0.003767174952
214	0.003757089125
215	0.003748955155
216	0.003730062997
217	0.003700735026
218	0.003684218791
219	0.003675419621
220	0.003654541476
221	0.003631813877
222	0.003616169858
223	0.003607379313
224	0.003587349506
225	0.003571929013
226	0.003566313356
227	0.003550226093
228	0.003531170257
229	0.003523439147
230	0.003512932666
231	0.003497067281
232	0.003477142788
233	0.003451775674
234	0.003436765247
235	0.00342308698
236	0.003408891347
237	0.00339669291
238	0.003388417341
239	0.003385133773
240	0.003374437209
241	0.003371143163
242	0.003364063218
243	0.0033549979
244	0.003344908563
245	0.003336763859
246	0.003325745387
247	0.003323674701
248	0.00332110438
249	0.003308971652
250	0.003304858273
251	0.003304813448
252	0.003294239422
253	0.003284844222
254	0.003279913708
255	0.003269955426
256	0.003261213844
257	0.003256996165
258	0.003243232909
259	0.003235326884
260	0.003230872183
261	0.003228389643
262	0.003222323846
263	0.003219173599
264	0.003219173599
265	0.003215258176
266	0.003215258176
267	0.003201715237
268	0.003196529275
269	0.003192248478
270	0.003185793885
271	0.00318260316
272	0.003178228325
273	0.003175353913
274	0.00317200182
275	0.003164920977
276	0.003153929374
277	0.003145259411
278	0.003139905461
279	0.003136788954
280	0.003124395878
281	0.00312310574
282	0.00312310574
283	0.003117672974
284	0.003114285714
285	0.003103166508
286	0.003101721879
287	0.003101721879
288	0.00310177704
289	0.003096996294
290	0.003092598977
291	0.003084289656
292	0.003082068321
293	0.003078212723
294	0.003074751988
295	0.003066335757
296	0.003058559749
297	0.003053741204
298	0.003053787915
299	0.003053787915
300	0.003048424704
301	0.003048424704
302	0.003041436938
303	0.003036716296
304	0.003033120753
305	0.003031105535
306	0.003031105535
307	0.003027193199
308	0.003027193199
309	0.003022751501
310	0.003022791873
311	0.003022791873
312	0.003014897393
313	0.003014897393
314	0.003014897393
315	0.003014897393
316	0.003009900008
317	0.003009900008
318	0.003009900008
319	0.003009900008
320	0.003009900008
321	0.003009900008
322	0.00300734061
323	0.00300734061
324	0.00300734061
325	0.00300734061
326	0.00300483835
327	0.003002011177
328	0.003002011177
329	0.002999741801
330	0.002999741801
331	0.002999828129
332	0.002999828129
333	0.002995009454
334	0.002995009454
335	0.00299501835
336	0.00299501835
337	0.002991201134
338	0.002989105134
339	0.002989105134
340	0.002989105134
341	0.002984682433
342	0.002984682433
343	0.002984682433
344	0.002978437834
345	0.002974264606
346	0.002974252081
347	0.002970847889
348	0.00297084973
349	0.00297084973
350	0.00297084973
351	0.002965155726
352	0.002965155726
353	0.002965155726
354	0.002965155726
355	0.002965155726
356	0.002965155726
357	0.002965155726
358	0.002965155726
359	0.002961426455
360	0.002961426455
361	0.002961479499
362	0.002961479499
363	0.002956844809
364	0.002953560494
365	0.002951243151
366	0.002949679841
367	0.002949679841
368	0.002949679841
369	0.002949679841
370	0.002949679841
371	0.002949679841
372	0.00294796465
373	0.002947921176
374	0.002947939112
375	0.002947939112
376	0.002947939112
377	0.002947939112
378	0.002944135181
379	0.002944123326
380	0.002944123326
381	0.002941475141
382	0.002941475141
383	0.002938558256
384	0.002938544455
385	0.002938544455
386	0.002935870488
387	0.002935870488
388	0.002935870488
389	0.002935870488
390	0.002935870488
391	0.002931241926
392	0.002927511919
393	0.002927511919
394	0.002927511919
395	0.002921339128
396	0.002920020174
397	0.002920020174
398	0.002920000744
399	0.002920035647
400	0.002917299713
401	0.002915948422
402	0.002914435103
403	0.00290961804
404	0.002907365087
405	0.002907365087
406	0.002907365087
407	0.002907365087
408	0.002906697649
409	0.002905932623
410	0.002901454812
411	0.002901454812
412	0.002899902284
413	0.002894320389
414	0.002894320389
